"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","response to external stimulus","GO:0009605","0.38832223359670365","0.4108077429797615","443","20","2","9107","ENSACLG00000023768,ENSACLG00000011760"
"GO:BP","positive regulation of DNA-templated transcription","GO:0045893","0.39203525334502504","0.40667487776319117","136","20","1","9107","ENSACLG00000013033"
"GO:BP","response to stimulus","GO:0050896","0.39203525334502504","0.40667487776319117","2824","20","8","9107","ENSACLG00000018243,ENSACLG00000016996,ENSACLG00000026976,ENSACLG00000005651,ENSACLG00000015929,ENSACLG00000023768,ENSACLG00000011760,ENSACLG00000011160"
"GO:BP","positive regulation of RNA biosynthetic process","GO:1902680","0.39203525334502504","0.40667487776319117","136","20","1","9107","ENSACLG00000013033"
"GO:BP","chromatin remodeling","GO:0006338","0.4096511438231759","0.3875858281708736","146","20","1","9107","ENSACLG00000018919"
"GO:BP","intracellular protein transport","GO:0006886","0.4096511438231759","0.3875858281708736","148","20","1","9107","ENSACLG00000026976"
"GO:BP","positive regulation of RNA metabolic process","GO:0051254","0.4096511438231759","0.3875858281708736","148","20","1","9107","ENSACLG00000013033"
"GO:BP","regulation of intracellular signal transduction","GO:1902531","0.4096511438231759","0.3875858281708736","146","20","1","9107","ENSACLG00000015929"
"GO:BP","carbohydrate metabolic process","GO:0005975","0.4096511438231759","0.3875858281708736","148","20","1","9107","ENSACLG00000016831"
"GO:BP","cell-cell signaling","GO:0007267","0.4096511438231759","0.3875858281708736","145","20","1","9107","ENSACLG00000026976"
"GO:BP","nucleotide metabolic process","GO:0009117","0.41242086109307213","0.3846593753272438","150","20","1","9107","ENSACLG00000005651"
"GO:BP","positive regulation of nucleobase-containing compound metabolic process","GO:0045935","0.4178244374826839","0.3790061628394113","154","20","1","9107","ENSACLG00000013033"
"GO:BP","purine-containing compound metabolic process","GO:0072521","0.4178244374826839","0.3790061628394113","154","20","1","9107","ENSACLG00000005651"
"GO:BP","positive regulation of macromolecule biosynthetic process","GO:0010557","0.4295232124873607","0.36701336086006225","160","20","1","9107","ENSACLG00000013033"
"GO:BP","immune response","GO:0006955","0.4303213026564174","0.36620715404030857","500","20","2","9107","ENSACLG00000023768,ENSACLG00000011760"
"GO:BP","cellular localization","GO:0051641","0.4303213026564174","0.36620715404030857","502","20","2","9107","ENSACLG00000026976,ENSACLG00000027914"
"GO:BP","positive regulation of biosynthetic process","GO:0009891","0.4303213026564174","0.36620715404030857","163","20","1","9107","ENSACLG00000013033"
"GO:BP","small molecule metabolic process","GO:0044281","0.4322741460699738","0.36424073845412086","506","20","2","9107","ENSACLG00000005651,ENSACLG00000016831"
"GO:BP","defense response to other organism","GO:0098542","0.4545425962738667","0.34242541176026503","176","20","1","9107","ENSACLG00000023768"
"GO:BP","chromatin organization","GO:0006325","0.4693369490760305","0.32851525412297394","184","20","1","9107","ENSACLG00000018919"
"GO:BP","organophosphate biosynthetic process","GO:0090407","0.481566021775333","0.31734416351946015","191","20","1","9107","ENSACLG00000005651"
"GO:BP","carbohydrate derivative biosynthetic process","GO:1901137","0.481566021775333","0.31734416351946015","192","20","1","9107","ENSACLG00000005651"
"GO:BP","positive regulation of macromolecule metabolic process","GO:0010604","0.48949983346955445","0.3102474516101097","197","20","1","9107","ENSACLG00000013033"
"GO:BP","positive regulation of immune system process","GO:0002684","0.4946560736281221","0.30569665407472535","203","20","1","9107","ENSACLG00000011760"
"GO:BP","regulation of cellular component organization","GO:0051128","0.4946560736281221","0.30569665407472535","202","20","1","9107","ENSACLG00000015929"
"GO:BP","nucleoside phosphate metabolic process","GO:0006753","0.4946560736281221","0.30569665407472535","204","20","1","9107","ENSACLG00000005651"
"GO:BP","positive regulation of metabolic process","GO:0009893","0.4946560736281221","0.30569665407472535","203","20","1","9107","ENSACLG00000013033"
"GO:BP","immune system process","GO:0002376","0.5067642128236498","0.29519406214294736","594","20","2","9107","ENSACLG00000023768,ENSACLG00000011760"
"GO:BP","animal organ morphogenesis","GO:0009887","0.5067642128236498","0.29519406214294736","212","20","1","9107","ENSACLG00000003434"
"GO:BP","nucleobase-containing small molecule metabolic process","GO:0055086","0.5067642128236498","0.29519406214294736","213","20","1","9107","ENSACLG00000005651"
"GO:BP","negative regulation of cellular process","GO:0048523","0.5164359369366794","0.2869835443485712","605","20","2","9107","ENSACLG00000013033,ENSACLG00000011760"
"GO:BP","microtubule-based process","GO:0007017","0.5248981513100736","0.2799249568132038","226","20","1","9107","ENSACLG00000004831"
"GO:BP","negative regulation of biological process","GO:0048519","0.5443745966140489","0.26410214946384375","640","20","2","9107","ENSACLG00000013033,ENSACLG00000011760"
"GO:BP","regulation of immune system process","GO:0002682","0.5443745966140489","0.26410214946384375","240","20","1","9107","ENSACLG00000011760"
"GO:BP","cell-cell adhesion","GO:0098609","0.5443745966140489","0.26410214946384375","240","20","1","9107","ENSACLG00000011760"
"GO:BP","organelle organization","GO:0006996","0.5482794222489524","0.26099805353551175","646","20","2","9107","ENSACLG00000015929,ENSACLG00000027914"
"GO:BP","defense response","GO:0006952","0.5520429847991054","0.2580271046363002","248","20","1","9107","ENSACLG00000023768"
"GO:BP","cellular response to chemical stimulus","GO:0070887","0.5564570362267578","0.254568361697549","252","20","1","9107","ENSACLG00000011760"
"GO:BP","positive regulation of response to stimulus","GO:0048584","0.5673406845517001","0.2461560716393282","260","20","1","9107","ENSACLG00000015929"
"GO:BP","intracellular signaling cassette","GO:0141124","0.5826932492160585","0.23456001339294172","271","20","1","9107","ENSACLG00000015929"
"GO:BP","regulation of multicellular organismal process","GO:0051239","0.5959606943451048","0.2247823825281131","281","20","1","9107","ENSACLG00000011760"
"GO:BP","carbohydrate derivative metabolic process","GO:1901135","0.6011989399950906","0.22098179381149138","286","20","1","9107","ENSACLG00000005651"
"GO:BP","animal organ development","GO:0048513","0.6201343242653286","0.20751422990691928","737","20","2","9107","ENSACLG00000026976,ENSACLG00000003434"
"GO:BP","regulation of signal transduction","GO:0009966","0.6201343242653286","0.20751422990691928","302","20","1","9107","ENSACLG00000015929"
"GO:BP","protein-containing complex assembly","GO:0065003","0.6476971433051603","0.18862801841552368","325","20","1","9107","ENSACLG00000027914"
"GO:BP","inorganic ion transmembrane transport","GO:0098660","0.6476971433051603","0.18862801841552368","325","20","1","9107","ENSACLG00000008394"
"GO:BP","regulation of cell communication","GO:0010646","0.6549488126634293","0.18379264084256464","336","20","1","9107","ENSACLG00000015929"
"GO:BP","regulation of cellular process","GO:0050794","0.6549488126634293","0.18379264084256464","3514","20","8","9107","ENSACLG00000018243,ENSACLG00000013033,ENSACLG00000016996,ENSACLG00000026976,ENSACLG00000005651,ENSACLG00000015929,ENSACLG00000011760,ENSACLG00000011160"
"GO:BP","organophosphate metabolic process","GO:0019637","0.6549488126634293","0.18379264084256464","340","20","1","9107","ENSACLG00000005651"
"GO:BP","negative regulation of biosynthetic process","GO:0009890","0.6549488126634293","0.18379264084256464","342","20","1","9107","ENSACLG00000013033"
"GO:BP","regulation of signaling","GO:0023051","0.6549488126634293","0.18379264084256464","342","20","1","9107","ENSACLG00000015929"
"GO:BP","negative regulation of macromolecule biosynthetic process","GO:0010558","0.6549488126634293","0.18379264084256464","341","20","1","9107","ENSACLG00000013033"
"GO:BP","protein-containing complex organization","GO:0043933","0.6562589818554967","0.1829247395957612","345","20","1","9107","ENSACLG00000027914"
"GO:BP","vesicle-mediated transport","GO:0016192","0.6625999573390982","0.17874859641571722","352","20","1","9107","ENSACLG00000027914"
"GO:BP","negative regulation of macromolecule metabolic process","GO:0010605","0.6650344570715746","0.17715585224822397","356","20","1","9107","ENSACLG00000013033"
"GO:BP","negative regulation of metabolic process","GO:0009892","0.6674070188855841","0.17560923033443332","360","20","1","9107","ENSACLG00000013033"
"GO:BP","phosphorus metabolic process","GO:0006793","0.6731684999709567","0.17187621445626097","369","20","1","9107","ENSACLG00000005651"
"GO:BP","phosphate-containing compound metabolic process","GO:0006796","0.6731684999709567","0.17187621445626097","369","20","1","9107","ENSACLG00000005651"
"GO:BP","cell adhesion","GO:0007155","0.6904934106814447","0.1608404615000386","386","20","1","9107","ENSACLG00000011760"
"GO:BP","cellular component organization","GO:0016043","0.7181610516435639","0.14377815186234347","1385","20","3","9107","ENSACLG00000018919,ENSACLG00000015929,ENSACLG00000027914"
"GO:BP","regulation of biological process","GO:0050789","0.7242451489178884","0.14011440507172992","3722","20","8","9107","ENSACLG00000018243,ENSACLG00000013033,ENSACLG00000016996,ENSACLG00000026976,ENSACLG00000005651,ENSACLG00000015929,ENSACLG00000011760,ENSACLG00000011160"
"GO:BP","tissue development","GO:0009888","0.7242451489178884","0.14011440507172992","423","20","1","9107","ENSACLG00000003434"
"GO:BP","monoatomic ion transmembrane transport","GO:0034220","0.7347137254812189","0.13388184685077043","437","20","1","9107","ENSACLG00000008394"
"GO:BP","response to chemical","GO:0042221","0.7349766678875927","0.1337264475396228","440","20","1","9107","ENSACLG00000011760"
"GO:BP","cellular component organization or biogenesis","GO:0071840","0.7371520382782032","0.13244292927055076","1439","20","3","9107","ENSACLG00000018919,ENSACLG00000015929,ENSACLG00000027914"
"GO:BP","catabolic process","GO:0009056","0.7432183955899858","0.1288835495467731","454","20","1","9107","ENSACLG00000027914"
"GO:BP","biological regulation","GO:0065007","0.7485226854479151","0.12579503297550074","3808","20","8","9107","ENSACLG00000018243,ENSACLG00000013033,ENSACLG00000016996,ENSACLG00000026976,ENSACLG00000005651,ENSACLG00000015929,ENSACLG00000011760,ENSACLG00000011160"
"GO:BP","proteolysis","GO:0006508","0.752777880888994","0.12333315040569887","470","20","1","9107","ENSACLG00000020723"
"GO:BP","monoatomic ion transport","GO:0006811","0.7796377401947817","0.10810714600179128","507","20","1","9107","ENSACLG00000008394"
"GO:BP","nucleobase-containing compound biosynthetic process","GO:0034654","0.7796377401947817","0.10810714600179128","1556","20","3","9107","ENSACLG00000013033,ENSACLG00000005651,ENSACLG00000020363"
"GO:BP","regulation of response to stimulus","GO:0048583","0.7796377401947817","0.10810714600179128","513","20","1","9107","ENSACLG00000015929"
"GO:BP","regulation of transcription by RNA polymerase II","GO:0006357","0.7796377401947817","0.10810714600179128","517","20","1","9107","ENSACLG00000013033"
"GO:BP","RNA processing","GO:0006396","0.7796377401947817","0.10810714600179128","514","20","1","9107","ENSACLG00000020363"
"GO:BP","response to stress","GO:0006950","0.7888429670053795","0.10300944210192146","532","20","1","9107","ENSACLG00000023768"
"GO:BP","transcription by RNA polymerase II","GO:0006366","0.8036124576099714","0.09495333943332927","555","20","1","9107","ENSACLG00000013033"
"GO:BP","cellular component assembly","GO:0022607","0.8058959869426752","0.09372100684478588","562","20","1","9107","ENSACLG00000027914"
"GO:BP","anatomical structure development","GO:0048856","0.8064337728802791","0.09343129256966948","1635","20","3","9107","ENSACLG00000004831,ENSACLG00000026976,ENSACLG00000003434"
"GO:BP","cellular component biogenesis","GO:0044085","0.8348059032841924","0.07841448850609835","617","20","1","9107","ENSACLG00000027914"
"GO:BP","developmental process","GO:0032502","0.8348059032841924","0.07841448850609835","1711","20","3","9107","ENSACLG00000004831,ENSACLG00000026976,ENSACLG00000003434"
"GO:BP","anatomical structure morphogenesis","GO:0009653","0.8753662888076822","0.05781018249639097","691","20","1","9107","ENSACLG00000003434"
"GO:BP","cell surface receptor signaling pathway","GO:0007166","0.8996505340687111","0.04592615789314493","745","20","1","9107","ENSACLG00000011760"
"GO:BP","nucleobase-containing compound metabolic process","GO:0006139","0.9070235725247611","0.042381425967029755","1930","20","3","9107","ENSACLG00000013033,ENSACLG00000005651,ENSACLG00000020363"
"GO:BP","RNA biosynthetic process","GO:0032774","0.9173031204005262","0.03748712914537933","1416","20","2","9107","ENSACLG00000013033,ENSACLG00000020363"
"GO:BP","regulation of DNA-templated transcription","GO:0006355","0.9201256840729743","0.03615284638133935","838","20","1","9107","ENSACLG00000013033"
"GO:BP","biosynthetic process","GO:0009058","0.9201256840729743","0.03615284638133935","2534","20","4","9107","ENSACLG00000013033,ENSACLG00000005651,ENSACLG00000016831,ENSACLG00000020363"
"GO:BP","regulation of RNA biosynthetic process","GO:2001141","0.9201256840729743","0.03615284638133935","838","20","1","9107","ENSACLG00000013033"
"GO:BP","nucleic acid biosynthetic process","GO:0141187","0.9201256840729743","0.03615284638133935","1435","20","2","9107","ENSACLG00000013033,ENSACLG00000020363"
"GO:BP","RNA metabolic process","GO:0016070","0.9225932926409349","0.03498970708697484","1483","20","2","9107","ENSACLG00000013033,ENSACLG00000020363"
"GO:BP","regulation of RNA metabolic process","GO:0051252","0.9284759940610111","0.0322293205527557","879","20","1","9107","ENSACLG00000013033"
"GO:BP","DNA-templated transcription","GO:0006351","0.9306992280564904","0.03119064630090088","905","20","1","9107","ENSACLG00000013033"
"GO:BP","regulation of nucleobase-containing compound metabolic process","GO:0019219","0.9306992280564904","0.03119064630090088","903","20","1","9107","ENSACLG00000013033"
"GO:BP","cellular process","GO:0009987","0.9395841783971908","0.027064304892140106","8252","20","17","9107","ENSACLG00000018243,ENSACLG00000004831,ENSACLG00000013033,ENSACLG00000008394,ENSACLG00000016996,ENSACLG00000020723,ENSACLG00000018919,ENSACLG00000026393,ENSACLG00000026976,ENSACLG00000005651,ENSACLG00000026372,ENSACLG00000016831,ENSACLG00000015929,ENSACLG00000011760,ENSACLG00000020363,ENSACLG00000027914,ENSACLG00000011160"
"GO:BP","protein metabolic process","GO:0019538","0.9567546028561618","0.019199439748643583","1064","20","1","9107","ENSACLG00000020723"
"GO:BP","multicellular organismal process","GO:0032501","0.9567546028561618","0.019199439748643583","1720","20","2","9107","ENSACLG00000004831,ENSACLG00000011760"
"GO:BP","nucleic acid metabolic process","GO:0090304","0.9567546028561618","0.019199439748643583","1709","20","2","9107","ENSACLG00000013033,ENSACLG00000020363"
"GO:BP","regulation of primary metabolic process","GO:0080090","0.9567546028561618","0.019199439748643583","1026","20","1","9107","ENSACLG00000013033"
"GO:BP","primary metabolic process","GO:0044238","0.9620303284559938","0.01681123640973172","3442","20","5","9107","ENSACLG00000013033,ENSACLG00000020723,ENSACLG00000005651,ENSACLG00000016831,ENSACLG00000020363"
"GO:BP","system development","GO:0048731","0.9629482749062368","0.016397040524598512","1127","20","1","9107","ENSACLG00000004831"
"GO:BP","metabolic process","GO:0008152","0.9692900043328568","0.013546265840498598","4040","20","6","9107","ENSACLG00000013033,ENSACLG00000020723,ENSACLG00000005651,ENSACLG00000016831,ENSACLG00000020363,ENSACLG00000027914"
"GO:BP","multicellular organism development","GO:0007275","0.9693338870750604","0.01352660443750288","1258","20","1","9107","ENSACLG00000004831"
"GO:BP","regulation of macromolecule biosynthetic process","GO:0010556","0.9693338870750604","0.01352660443750288","1259","20","1","9107","ENSACLG00000013033"
"GO:BP","regulation of biosynthetic process","GO:0009889","0.9693338870750604","0.01352660443750288","1271","20","1","9107","ENSACLG00000013033"
"GO:BP","regulation of gene expression","GO:0010468","0.9693338870750604","0.01352660443750288","1255","20","1","9107","ENSACLG00000013033"
"GO:BP","gene expression","GO:0010467","0.970054413769995","0.013203903942779746","2028","20","2","9107","ENSACLG00000013033,ENSACLG00000020363"
"GO:BP","regulation of macromolecule metabolic process","GO:0060255","0.970054413769995","0.013203903942779746","1330","20","1","9107","ENSACLG00000013033"
"GO:BP","regulation of metabolic process","GO:0019222","0.9712132051393322","0.012685421326316584","1371","20","1","9107","ENSACLG00000013033"
"GO:BP","macromolecule biosynthetic process","GO:0009059","0.9744012563255473","0.011262164761588893","2162","20","2","9107","ENSACLG00000013033,ENSACLG00000020363"
"GO:BP","macromolecule metabolic process","GO:0043170","0.9857988308142185","0.006211701266742346","3039","20","3","9107","ENSACLG00000013033,ENSACLG00000020723,ENSACLG00000020363"
"GO:BP","biological_process","GO:0008150","1","0","9107","20","20","9107","ENSACLG00000018243,ENSACLG00000004831,ENSACLG00000013033,ENSACLG00000008394,ENSACLG00000016996,ENSACLG00000020723,ENSACLG00000018919,ENSACLG00000026393,ENSACLG00000026976,ENSACLG00000005651,ENSACLG00000026372,ENSACLG00000016831,ENSACLG00000015929,ENSACLG00000023768,ENSACLG00000011760,ENSACLG00000020363,ENSACLG00000027914,ENSACLG00000011160,ENSACLG00000017032,ENSACLG00000003434"
